Material|Old Material|Vendor ID|Vendor Name|List Price|Quantity|PDT/LT|SKU Category|Selling UOM|Material Description|DChain Spec Status|Material Group 2 Description|Material Group 5 Description|Sales Text (F)
13-636-430|FSP13-636-430|IC2086|EUTECH INSTRUMENTS PTE LTD|123.00|0.00|52|CORE|EA|ACCUMET FLUID GEL PH ELECT FILL, 60ML||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-636-AB150B|FSP13-636-AB150B|IC2086|EUTECH INSTRUMENTS PTE LTD|1733.00|0.00|52|CORE|PC|ACCUMET AB150 PH BIO KIT||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-636-AB200|FSP13-636-AB200|IC2086|EUTECH INSTRUMENTS PTE LTD|2430.00|0.00|52|CORE|PC|ACCUMET AB200 PH/CON KIT||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-636-AB250|FSP13-636-AB250|IC2086|EUTECH INSTRUMENTS PTE LTD|1092.00|3.00|52|CORE|PC|ACCUMET AB250 PH/ISE KIT||RSD-Fisher Catalogue|RSD Prefix - FIS|
13-636-AE151|FSP13-636-AE151|IC2086|EUTECH INSTRUMENTS PTE LTD|837.00|0.00|52|CORE|EA|OBSOLETE, REPLACEMENT IS 13-636-AB315A||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-636-XL150|FSP13-636-XL150|IC2086|EUTECH INSTRUMENTS PTE LTD|2511.00|0.00|52|CORE|PC|ACCUMET XL150 PH KIT||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-636-XL150A|FSP13-636-XL150A|IC2086|EUTECH INSTRUMENTS PTE LTD|2273.00|0.00|52|CORE|PC|ACCUMET XL150 PH METER||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-636-XL200A|FSP13-636-XL200A|IC2086|EUTECH INSTRUMENTS PTE LTD|2912.00|0.00|52|CORE|PC|ACCUMET XL200 PH/CON METER||RSD-Water Analysis Instru|RSD Prefix - FSP|
13-636-XL250|FSP13-636-XL250|IC2086|EUTECH INSTRUMENTS PTE LTD|3071.00|0.00|52|CORE|PC|ACCUMET XL250 PH/ISE KIT||RSD-Water Analysis Instru|RSD Prefix - FSP|
130-4045|NLG130-4045|IVG2960|Thermo Fisher Scientific Pte Ltd.|1055.00|0.00|144|CORE|CS|0.45 MIC. 150 mL Analytical Filter Unit||Core LPE|RSD Prefix - NLG|
1331|TFM1331|IVG2960|Thermo Fisher Scientific Pte Ltd.|20332.00|0.00|98|CORE|EA|1300 A2 0.9 10||RSD-BSC CO2|RSD Prefix - TFM|
1336|TFM1336|IVG2960|Thermo Fisher Scientific Pte Ltd.|17410.00|0.00|98|CORE|EA|1300 Series A2 8-inch 230V 50/60Hz Cabin||RSD-BSC CO2|RSD Prefix - TFM|
1338|TFM1338|IVG2960|Thermo Fisher Scientific Pte Ltd.|21807.00|0.00|98|CORE|EA|1300 Series A2 1.8 (6 foot) pck S/S||RSD-BSC CO2|RSD Prefix - TFM|
1350-0001|NLG1350-0001|IVG2960|Thermo Fisher Scientific Pte Ltd.|286.00|0.00|144|CORE|EA|Labware Value Pack||Core LPE|RSD Prefix - NLG|
13620100|FSP13620100|IC2086|EUTECH INSTRUMENTS PTE LTD|869.00|0.00|52|CORE|EA|2 CELL COND W/ATC K=1.0||RSD-Water Analysis Instru|RSD Prefix - FSP|
13620101|FSP13620101|IC2086|EUTECH INSTRUMENTS PTE LTD|857.00|0.00|52|CORE|EA|2 CELL COND W/ATC K=0.1||RSD-Water Analysis Instru|RSD Prefix - FSP|
13620133|FSP13620133|IC2086|EUTECH INSTRUMENTS PTE LTD|869.00|0.00|52|CORE|EA|ACCUCAP GLASS ELECTRODE GEL||RSD-Water Analysis Instru|RSD Prefix - FSP|
1366|TFM1366|||23859.00|0.00|98|CORE|EA|Buis XVAC03 400MM||RSD-BSC CO2|RSD Prefix - TFM|
1366-LED|TFM1366|IVG2960|Thermo Fisher Scientific Pte Ltd.|20390.00|0.00|112||EA|1300 A2 S/S 1.5 8" 230V||RSD-BSC CO2|RSD Prefix - TFM|
13687711|BND13687711|IVG2960|Thermo Fisher Scientific Pte Ltd.|5364.00|0.00|98|CORE|EA|Thermal Mixer 120V||RSD-Ancillary|RSD Prefix - BND|
13687712||IVG2960|Thermo Fisher Scientific Pte Ltd.|3062.00|0.00|98||EA|Thermal Mixer Blck 1.5ml||RSD-Ancillary|RSD Prefix - BND|
13687713|BND13687713|IVG2960|Thermo Fisher Scientific Pte Ltd.|3062.00|0.00|98||EA|Thermal Mixer Blck 2.0ml||RSD-Ancillary|RSD Prefix - BND|
13687715|BND13687715|IVG2960|Thermo Fisher Scientific Pte Ltd.|3062.00|0.00|98|CORE|EA|Thermal Mixer Blck 0.5&1.5ml||RSD-Ancillary|RSD Prefix - BND|
137018|SOR137018|IVG2960|Thermo Fisher Scientific Pte Ltd.|0.00|0.00|98||EA|TUB HTR 945 W, 230V||RSD-Cold Storage|RSD Prefix - SOR|
1372|TFM1372|||22813.00|0.00|98|CORE|EA|Bulgin Kabeldeel schroefdr 6-8||RSD-BSC CO2|RSD Prefix - TFM|
1376|TFM1376|IVG2960|Thermo Fisher Scientific Pte Ltd.|18392.00|0.00|98|CORE|EA|1300 A2 SS 1.2 10in window 230V package||RSD-BSC CO2|RSD Prefix - TFM|
1378|TFM1378|IVG2960|Thermo Fisher Scientific Pte Ltd.|21807.00|0.00|98|CORE|EA|1300 A2 SS 1.8 10in window 230V package||RSD-BSC CO2|RSD Prefix - TFM|
1381|TFM1381|IVG2960|Thermo Fisher Scientific Pte Ltd.|24653.00|0.00|98|CORE|EA|1300 A2 1.5 10||RSD-BSC CO2|RSD Prefix - TFM|
1383|TFM1383|IVG2960|Thermo Fisher Scientific Pte Ltd.|25695.00|0.00|98|CORE|EA|1300 A2 SS 1.5 10||RSD-BSC CO2|RSD Prefix - TFM|
1384-G|TFM1384-G|IVG2960|Thermo Fisher Scientific Pte Ltd.|0.00|0.00|98|CORE|EA|1300 A2 4' Package TYPE G||RSD-BSC CO2|RSD Prefix - TFM|
1386|TFM1386|IVG2960|Thermo Fisher Scientific Pte Ltd.|16334.00|2.00|98|CORE|EA|1300 SER. BSC, FI UV, ADJUST.STAND, 220V||RSD-BSC CO2|RSD Prefix - TFM|
1388|TFM1388|IVG2960|Thermo Fisher Scientific Pte Ltd.|20021.00|0.00|98|CORE|EA|1300 SER. BSC, FI UV, ADJUST. STAND 220V||RSD-BSC CO2|RSD Prefix - TFM|
14955153||IVG2011|Thermo Electron-WOFTC Manuf|133.00|0.00|84||CS| 1 ml Serological pipet Ind Wrapped||RSD-Fisherbrand(PvtLabel)|RSD Prefix - LSV|
15.0062|TWS15.0062|IVG2960|Thermo Fisher Scientific Pte Ltd.|0.00|0.00|98|CORE||Raw water solenoid valve 1/4"", 24V||RSD-Ancillary|RSD Prefix - TWS|
151-4045|NLG151-4045|IVG2960|Thermo Fisher Scientific Pte Ltd.|373.00|0.00|144|CORE|CS|75mm 0.45um Filter Unit 500ml NYL 75mm||Core LPE|RSD Prefix - NLG|
152-0001|HAU152-0001|||0.00|0.00|70|CORE|EA|SC 100 head (230V/50Hz)||RSD-Temperature Control|RSD Prefix - HAU|
152-0011|HAA152-0011|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|0.00|0.00|98|CORE|EA|SC100 (230V/50HZ)||RSD-Temperature Control|RSD Prefix - HAA|
152-1071|HAU152-1071|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|5720.00|0.00|70|CORE|EA|SC100-S7||RSD-Temperature Control|RSD Prefix - HAU|
152-3211|HAU152-3211|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|5057.00|0.00|70|CORE|EA|SC100-S21p (230V/50HZ)||RSD-Temperature Control|RSD Prefix - HAU|
152-4101|HAU152-4101|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|12908.00|0.00|70|CORE|EA|SC100-A10B||RSD-Temperature Control|RSD Prefix - HAU|
152-5101|HAU152-5101|||0.00|0.00|70|CORE|EA|Refrigeration Bath Circulator -SC100-A10||RSD-Temperature Control|RSD Prefix - HAU|
1520001|HAU1520001|IVG2960|Thermo Fisher Scientific Pte Ltd.|3289.00|0.00|98|CORE|EA|Thermostat SC 100 230V/50Hz||RSD-Temperature Control|RSD Prefix - HAA|
1525101|HAU1525101|IVG2960|Thermo Fisher Scientific Pte Ltd.|9401.00|0.00|70|CORE|EA|SC100-A10 230V||RSD-Temperature Control|RSD Prefix - HAU|
153-1071|HAU153-1071|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|6741.00|0.00|70|CORE|EA|SC150-S7 230V||RSD-Temperature Control|RSD Prefix - HAU|
153-5101|HAU153-5101|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|11217.00|0.00|70|CORE|EA|SC 150-A10 230V/50 Hz refrigeration bath||RSD-Temperature Control|RSD Prefix - HAU|
153-5251|HAU153-5251|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|13288.00|0.00|70|CORE|EA|SC150-A25 (230V/50Hz) REFRIGERATION BATH||RSD-Temperature Control|RSD Prefix - HAU|
154-0045|NLG154-0045|IVG2960|Thermo Fisher Scientific Pte Ltd.|456.00|0.00|144|CORE|CS|75mm 0.45um Filter Unit 1000ml NYL 75mm||Core LPE|RSD Prefix - NLG|
1546231Q|FMM1546231Q|IVG2960|Thermo Fisher Scientific Pte Ltd.|1706.00|0.00|85|CORE|EA|CNCNTRC-RNG CVRS 15-462-31  -A||RSD-Temperature Control|RSD Prefix - FTN|
155-0001|HAU155-0001|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|5441.00|0.00|70|CORE|EA|AC 150 head (230V/50Hz) Thermostat head||RSD-Temperature Control|RSD Prefix - HAU|
155-1071|HAU155-1071|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|7610.00|0.00|70|CORE|EA| AC150-S7(230V/50Hz)HEATING BATH CIRCULA||RSD-Temperature Control|RSD Prefix - HAU|
155-4251|HAU155-4251|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|14808.00|0.00|70|CORE|EA|AC150-A25B (Use 1554251)||RSD-Temperature Control|RSD Prefix - HAU|
155-5101|HAU155-5101|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|12039.00|0.00|70|CORE|EA|AC150-A10 230V||RSD-Temperature Control|RSD Prefix - HAU|
155-5401|HAU155-5401|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|17441.00|0.00|70|CORE|EA|AC 150-A40 230V/50 Hz refrigeration bath||RSD-Temperature Control|RSD Prefix - HAU|
155021|TFM155021|IVG2960|Thermo Fisher Scientific Pte Ltd.|1895.00|0.00|98|CORE|KT|0-20% CO2 FYRITE KIT   CI||RSD-BSC CO2|RSD Prefix - TFM|
1554251|NNC1554251|IVG2960|Thermo Fisher Scientific Pte Ltd.|15914.00|0.00|70||EA|AC150-A25B 230V||RSD-Temperature Control|RSD Prefix - HAU|
156-1071|HAU156-1071|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|8592.00|0.00|70|CORE|EA|AC 200-S7 (230V/50Hz)||RSD-Temperature Control|RSD Prefix - HAU|
156-1211|HAU156-1211|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|9679.00|0.00|70|CORE|EA|AC 200-S21 230V||RSD-Temperature Control|RSD Prefix - HAU|
156-1491|HAU156-1491|||0.00|0.00|70|CORE|EA|AC200-S49 230V||RSD-Temperature Control|RSD Prefix - HAU|
156-4020|NLG156-4020|IVG2960|Thermo Fisher Scientific Pte Ltd.|357.00|0.00|144||CS|75mm 0.20um Filter Unit 500ml SFCA 75mm||Core LPE|RSD Prefix - NLG|
156-5101|HAU156-5101|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|12974.00|0.00|70|CORE|EA|Refrigeration Bath Circulator Steel||RSD-Temperature Control|RSD Prefix - HAU|
156-5251|HAU156-5251|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|15012.00|0.00|70|CORE|EA|AC200-A25 (230V/50HZ)||RSD-Temperature Control|RSD Prefix - HAU|
1561491|HAU1561491|IVG2960|Thermo Fisher Scientific Pte Ltd.|11827.00|0.00|70|CORE|EA|AC200-S49 230V||RSD-Temperature Control|RSD Prefix - HAU|
157-0020|NLG157-0020|IVG2960|Thermo Fisher Scientific Pte Ltd.|195.00|0.00|144||CS|50mm 0.20um Filter Unit 250 ml SFCA 50m||Core LPE|RSD Prefix - NLG|
157-1075|HAU157-1075|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|10828.00|0.00|70|CORE|EA|PC200 S7 200-230V||RSD-Temperature Control|RSD Prefix - HAU|
157-1495|HAU157-1495|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|14963.00|0.00|70|CORE|EA|PC200-S49||RSD-Temperature Control|RSD Prefix - HAU|
157-5401|HAU157-5401|||20888.00|0.00|70|CORE|EA| PC200-A40||RSD-Temperature Control|RSD Prefix - HAU|
1574-G|TFM1574-G|IVG2960|Thermo Fisher Scientific Pte Ltd.|15569.00|3.00|98||EA|1500 BSC 4 feet SS NSF G-Type Model||RSD-BSC CO2|RSD Prefix - TFM|
1575251|TSP1575251|IVG2960|Thermo Fisher Scientific Pte Ltd.|13716.00|0.00|151||EA|PC200 A25 230V||RSD-Temperature Control|RSD Prefix - TSP|
1579-G|TFM1579-G|IVG2960|Thermo Fisher Scientific Pte Ltd.|18838.00|5.00|98||EA|1500 BSC 6 feet SS NSF G-Type Model||RSD-BSC CO2|RSD Prefix - TFM|
158-0020|NLG158-0020|IVG2960|Thermo Fisher Scientific Pte Ltd.|441.00|0.00|144||CS|FLTR SFCA 45MM 1L 75MM 0.2UM||Core LPE|RSD Prefix - NLG|
1584-G|TFM1584-G|IVG2960|Thermo Fisher Scientific Pte Ltd.|12773.00|10.00|98||EA|1500 BSC 4 feet PT NSF G-Type Model||RSD-BSC CO2|RSD Prefix - TFM|
15840|BTC15840|IVG2960|Thermo Fisher Scientific Pte Ltd.|302.00|0.00|98|CORE|EA|FILTR HLDR PLAST 10 3/4NPT4/95||RSD-Ancillary|RSD Prefix - BTC|
1589-G|TFM1589-G|IVG2960|Thermo Fisher Scientific Pte Ltd.|16343.00|0.00|98||EA|1500 BSC 6 feet PT NSF G-Type Model||RSD-BSC CO2|RSD Prefix - TFM|
159-1075|HAU159-1075|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|12174.00|0.00|70|CORE|EA|PC300-S7||RSD-Temperature Control|RSD Prefix - HAU|
1600027|HAU1600027|IVG2960|Thermo Fisher Scientific Pte Ltd.|1021.00|0.00|70|CORE|EA|SPACER INSULATED M3 X 3||RSD-Temperature Control|RSD Prefix - HAU|
1600034|HAU1600034|IVG2960|Thermo Fisher Scientific Pte Ltd.|307.00|0.00|70|CORE|EA|FOAM SILICONE FIRESTOP||RSD-Temperature Control|RSD Prefix - HAU|
161-0020|NLG161-0020|IVG2960|Thermo Fisher Scientific Pte Ltd.|533.00|0.00|144||CS|FLTR SFCA 45MM 1L 90MM 0.2UM||Core LPE|RSD Prefix - NLG|
162-0045|NLG162-0045|IVG2960|Thermo Fisher Scientific Pte Ltd.|395.00|0.00|144||CS|SFCA Serum Filter Unit 500ml 90mm Diamet||Core LPE|RSD Prefix - NLG|
163-0020|NLG163-0020|IVG2960|Thermo Fisher Scientific Pte Ltd.|484.00|0.00|144||CS|FLTR NYL 45MM 500ML 90MM 0.2UM||Core LPE|RSD Prefix - NLG|
164-0020|NLG164-0020|IVG2960|Thermo Fisher Scientific Pte Ltd.|557.00|0.00|144|CORE|CS|FLTR,NYL,45MM,1000ml,90MM;0.2UM||Core LPE|RSD Prefix - NLG|
165-0045|NLG165-0045|IVG2960|Thermo Fisher Scientific Pte Ltd.|145.00|0.00|144|CORE|CS|50mm 0.45um Filter Unit 150ml PES 50mm||Core LPE|RSD Prefix - NLG|
166-0045|NLG166-0045|IVG2960|Thermo Fisher Scientific Pte Ltd.|317.00|0.00|144|CORE|CS|75mm 0.45um Filter Unit 500ml PES 75mm||Core LPE|RSD Prefix - NLG|
167-0045|NLG167-0045|IVG2960|Thermo Fisher Scientific Pte Ltd.|435.00|0.00|144||CS|90mm 0.45um Filter Unit 1000ml PES 90mm||Core LPE|RSD Prefix - NLG|
168-0045|NLG168-0045|IVG2960|Thermo Fisher Scientific Pte Ltd.|190.00|0.00|144||CS|50mm 0.45um Filter Unit 250ml PES 50mm||Core LPE|RSD Prefix - NLG|
170-1210|HAU170-1210|IC1128|THERMO FISHER SCIENTIFIC- ASHEVILLE|3273.00|0.00|70|CORE|EA|S21 SS BATH||RSD-Temperature Control|RSD Prefix - HAU|
17020|TFM17020|IVG2960|Thermo Fisher Scientific Pte Ltd.|200.00|0.00|98|CORE|PK|CHART RECORDER PAPER (PK 50)||RSD-Cold Storage|RSD Prefix - TFM|
176-0045|NLG176-0045|IVG2960|Thermo Fisher Scientific Pte Ltd.|1205.00|0.00|144||CS|4mm 0.45 MIC. Syringe Filter Nylon NS||Core LPE|RSD Prefix - NLG|
180000|TFM180000|IVG2960|Thermo Fisher Scientific Pte Ltd.|210.00|0.00|98|CORE|BX|PAPER FOR 201135 (PK 50)||RSD-Cold Storage|RSD Prefix - TFM|
180143|BND180143|IVG2960|Thermo Fisher Scientific Pte Ltd.|111.00|0.00|98|CORE|EA|LN2 DIP MEASURER||RSD-Cold Storage|RSD Prefix - TFM|
185089|TFM185089|IVG2960|Thermo Fisher Scientific Pte Ltd.|1013.00|0.00|98|CORE|EA|HORZ INV RACK,11P,ADJ WID||RSD-Cold Storage|RSD Prefix - TFM|
189440|TFM189440|IVG2960|Thermo Fisher Scientific Pte Ltd.|506.00|0.00|98|CORE|PAA|SAFETEMP GLOVES MID ARM S||RSD-Cold Storage|RSD Prefix - TFM|
189441|TFM189441|IVG2960|Thermo Fisher Scientific Pte Ltd.|656.00|0.00|98|CORE|PAA|MID ARM CYRO GLOVES SMALL (PK 2)||RSD-Cold Storage|RSD Prefix - TFM|
189442|189442|IVG2960|Thermo Fisher Scientific Pte Ltd.|646.00|0.00|98|CORE|PAA|MID ARM CYRO GLOVES MEDIUM (PK 2)||RSD-Cold Storage|RSD Prefix - TFM|
189445|TFM189445|IVG2960|Thermo Fisher Scientific Pte Ltd.|832.00|0.00|98|CORE|PAA|ELBOW GLOVE WATERPROOF (PK 2)||RSD-Cold Storage|RSD Prefix - TFM|
189446|TFM189446|IVG2960|Thermo Fisher Scientific Pte Ltd.|829.00|0.00|98|CORE|PAA|ELBOW GLOVE LARGE  (PK 2)||RSD-Cold Storage|RSD Prefix - TFM|
189447|TFM189447|IVG2960|Thermo Fisher Scientific Pte Ltd.|812.00|0.00|98|CORE|PAA|WATERPROOFGLOVE ELBOW XL||RSD-Cold Storage|RSD Prefix - TFM|
189448|TFM189448|IVG2960|Thermo Fisher Scientific Pte Ltd.|979.00|0.00|98|CORE|PAA|28"" WATERPROOF GLOVE (PK 2)||RSD-Cold Storage|RSD Prefix - TFM|
189449|TFM189449|IVG2960|Thermo Fisher Scientific Pte Ltd.|979.00|0.00|98|CORE|PAA|WATERPROOFGLOVE SHOULDERL||RSD-Cold Storage|RSD Prefix - TFM|
189451|TFM189451|IVG2960|Thermo Fisher Scientific Pte Ltd.|580.00|0.00|98|CORE|EA|CRYO APRON SMALL 24WX36L||RSD-Cold Storage|RSD Prefix - TFM|
189452|TFM189452|IVG2960|Thermo Fisher Scientific Pte Ltd.|650.00|0.00|98|CORE|EA|CRYO APRON MED 24WX42L||RSD-Cold Storage|RSD Prefix - TFM|
189562|TFM189562|IVG2960|Thermo Fisher Scientific Pte Ltd.|585.00|0.00|98|CORE|PAA|SAFETEMP GLOVES MID ARM L||RSD-Cold Storage|RSD Prefix - TFM|
1900005|TFM1900005|IVG2960|Thermo Fisher Scientific Pte Ltd.|4378.00|0.00|98|CORE|KT|SHAKER SUPPORT SYSTEM FI option||RSD-BSC CO2|RSD Prefix - TFM|
1900044|TFM1900044|IVG2960|Thermo Fisher Scientific Pte Ltd.|836.00|0.00|98|CORE|KT|ANALOG BD,4-20MA       QI||RSD-BSC CO2|RSD Prefix - TFM|
1900063|TFM1900063|8000046848|INNOSIN LAB PTE LTD|1254.00|0.00|98|CORE|EA|DOLLY,310/370 INCUBATORS||RSD-BSC CO2|RSD Prefix - TNP|
1900067|TFM1900067|IVG2960|Thermo Fisher Scientific Pte Ltd.|232.00|0.00|98|CORE|KT|HEPA FILTER REP KIT    CI||RSD-BSC CO2|RSD Prefix - TFM|
1900086|TFM1900086|IVG2960|Thermo Fisher Scientific Pte Ltd.|808.00|0.00|98|CORE|KT|**FI**GAS-GUARD CO2,370 INC. FI||RSD-BSC CO2|RSD Prefix - TFM|
1900091|TFM1900091|IVG2960|Thermo Fisher Scientific Pte Ltd.|2185.00|0.00|98|CORE|KT|HUMIDITY READOUT OPTN  FI||RSD-BSC CO2|RSD Prefix - TFM|
1900114|TFM1900114|IVG2960|Thermo Fisher Scientific Pte Ltd.|461.00|0.00|98|CORE|KT|3307 SHELF KIT         CI||RSD-BSC CO2|RSD Prefix - TFM|
1900152|TFM1900152|IVG2960|Thermo Fisher Scientific Pte Ltd.|460.00|0.00|98|CORE|KT|RS-485 3307/10 INC. FI||RSD-BSC CO2|RSD Prefix - TFM|
1900153|TFM1900153|IVG2960|Thermo Fisher Scientific Pte Ltd.|878.00|0.00|98|CORE|KT|GASGUARD CO2 3307/10  FI||RSD-BSC CO2|RSD Prefix - TFM|
1900160|TFM1900160|IVG2960|Thermo Fisher Scientific Pte Ltd.|439.00|0.00|98|CORE|KT|3310 HEPA REPL KIT    *CI||RSD-BSC CO2|RSD Prefix - TFM|
1900162|TFM1900162|IVG2960|Thermo Fisher Scientific Pte Ltd.|1310.00|0.00|98|CORE|EA|DOLLY,3307 INCUBATORS  CI||RSD-BSC CO2|RSD Prefix - TFM|
1900163|TFM1900163|IVG2960|Thermo Fisher Scientific Pte Ltd.|1310.00|0.00|98|CORE|EA|DOLLY,3310 INCUBATORS  CI||RSD-BSC CO2|RSD Prefix - TFM|
1900164|TFM1900164|IVG2960|Thermo Fisher Scientific Pte Ltd.|1285.00|2.00|98|CORE|EA|STAND,3307 INCUBATORS  CI||RSD-BSC CO2|RSD Prefix - TFM|
1900165|TFM1900165|IVG2960|Thermo Fisher Scientific Pte Ltd.|1310.00|0.00|98|CORE|EA|STAND,3310 INCUBATORS  CI||RSD-BSC CO2|RSD Prefix - TFM|
1900170|TFM1900170|IVG2960|Thermo Fisher Scientific Pte Ltd.|13974.00|0.00|98|CORE|KT|3310 SEALED INR DR KT  FI||RSD-BSC CO2|RSD Prefix - TFM|
1900171|TFM1900171|IVG2960|Thermo Fisher Scientific Pte Ltd.|2918.00|0.00|98|CORE|KT|3307 INR DR SHELF KT   CI||RSD-BSC CO2|RSD Prefix - TFM|
1900172|TFM1900172|IVG2960|Thermo Fisher Scientific Pte Ltd.|4067.00|0.00|98|CORE|KT|3310 INR DR SHELF KT   CI||RSD-BSC CO2|RSD Prefix - TFM|
1900173|TFM1900173|IVG2960|Thermo Fisher Scientific Pte Ltd.|447.00|0.00|98|CORE|KT|RS-485,3307/3310  INC. QI||RSD-BSC CO2|RSD Prefix - TFM|
1900587|TFM1900587|IVG2960|Thermo Fisher Scientific Pte Ltd.|1423.00|0.00|98|CORE|EA|RH Display Forma Series 3 FI||RSD-BSC CO2|RSD Prefix - TFM|
1900615|TFM1900615|IVG2960|Thermo Fisher Scientific Pte Ltd.|5636.00|0.00|98|CORE|KT|Shaker support system Field Inst.||RSD-BSC CO2|RSD Prefix - TFM|
190164|TFM190164|IVG2960|Thermo Fisher Scientific Pte Ltd.|870.00|0.00|98|CORE|KT|THRU-WALL ACCESS PORT  FI||RSD-BSC CO2|RSD Prefix - TFM|
190512|TFM190512|IVG2960|Thermo Fisher Scientific Pte Ltd.|836.00|0.00|98|CORE|KT|ANALOG BD,4-20MA FI||RSD-BSC CO2|RSD Prefix - TFM|
190514|TFM190514|IVG2960|Thermo Fisher Scientific Pte Ltd.|1070.00|0.00|98|CORE|KT|DOOR LOCK KIT,29CF INC FI||RSD-BSC CO2|RSD Prefix - TFM|
190647|TFM190647|IVG2960|Thermo Fisher Scientific Pte Ltd.|1290.00|1.00|98|CORE|EA|MODULAR WJ ROLLER BASE CI||RSD-BSC CO2|RSD Prefix - TFM|
190648|TFM190648|IVG2960|Thermo Fisher Scientific Pte Ltd.|1339.00|0.00|98|CORE|EA|STAND FOR MODULAR W/J INC||RSD-BSC CO2|RSD Prefix - TFM|
190884|TFM190884|IVG2960|Thermo Fisher Scientific Pte Ltd.|357.00|0.00|98|CORE|KT|S/STEEL SHELF KIT 311 SERIES||RSD-BSC CO2|RSD Prefix - TFM|
1910083|TFM1910083|IVG2960|Thermo Fisher Scientific Pte Ltd.|206.00|0.00|98||EA| Interior tubing retainer clips (6)||RSD-BSC CO2|RSD Prefix - TFM|
1910112|THR1910112|IVG2960|Thermo Fisher Scientific Pte Ltd.|152.00|0.00|98|CORE|EA| Replacement SmartPort grommets (4)||RSD-BSC CO2|RSD Prefix - THR|
1910179|TFM1910179|IVG2960|Thermo Fisher Scientific Pte Ltd.|692.00|0.00|98||EA|shelf to hang from base stand||RSD-BSC CO2|RSD Prefix - TFM|
1910280|TFM1910280|IVG2960|Thermo Fisher Scientific Pte Ltd.|250.00|0.00|98|CORE|EA|UK LINE CORD RECEPTACLE 1300 (FI)||RSD-BSC CO2|RSD Prefix - TFM|
1911302|TFM1911302|IVG2960|Thermo Fisher Scientific Pte Ltd.|1575.00|5.00|98|CORE|EA|MANUAL ADJUS STAND 4-FT||RSD-BSC CO2|RSD Prefix - TFM|
1911306|TFM1911306|IVG2960|Thermo Fisher Scientific Pte Ltd.|497.00|17.00|98||EA|Vacuum valve tap, short||RSD-BSC CO2|RSD Prefix - TFM|
1911307|TFM1911307|IVG2960|Thermo Fisher Scientific Pte Ltd.|478.00|0.00|98|CORE|EA|UNIV. PIPE WATER VALVE||RSD-BSC CO2|RSD Prefix - TFM|
1911308|TFM1911308|IVG2960|Thermo Fisher Scientific Pte Ltd.|531.00|0.00|98||EA|Combustable gas tap, long||RSD-BSC CO2|RSD Prefix - TFM|
1911309|TFM1911309|IVG2960|Thermo Fisher Scientific Pte Ltd.|609.00|0.00|98||EA|Noncombustable gas tap, long||RSD-BSC CO2|RSD Prefix - TFM|
1911310|TFM1911310|IVG2960|Thermo Fisher Scientific Pte Ltd.|543.00|0.00|98|CORE|EA|Vacuum valve tap, long||RSD-BSC CO2|RSD Prefix - TFM|
1911311|TFM1911311|IVG2960|Thermo Fisher Scientific Pte Ltd.|543.00|0.00|98|CORE|EA|water valve tap||RSD-BSC CO2|RSD Prefix - TFM|
1911312|TFM1911312|IVG2960|Thermo Fisher Scientific Pte Ltd.|838.00|0.00|98|CORE|EA|IV BAG HOLDER W/12 HOOKS PART LIST||RSD-BSC CO2|RSD Prefix - TFM|
1911313|TFM1911313|IVG2960|Thermo Fisher Scientific Pte Ltd.|362.00|0.00|98||SH|STN STL Armrest||RSD-BSC CO2|RSD Prefix - TFM|
1911316|TFM1911316|IVG2960|Thermo Fisher Scientific Pte Ltd.|1654.00|2.00|98|CORE|EA|4' Thimble Duct Exhaust Transition||RSD-BSC CO2|RSD Prefix - TFM|
1911317|TFM1911317|IVG2960|Thermo Fisher Scientific Pte Ltd.|1849.00|0.00|98|CORE|EA|6 Thimble Duct Exhaust Transition||RSD-BSC CO2|RSD Prefix - TFM|
1911319|TFM1911319|IVG2960|Thermo Fisher Scientific Pte Ltd.|849.00|0.00|98|CORE|EA|UV LIGHT 4' PARTS LIST - FI||RSD-BSC CO2|RSD Prefix - TFM|
